customer_term,matched_product_code,matched_product_name,confidence_score,reasoning,match_type,timestamp,source_files
KTS-100 C + KK,8717192,KIINNITYSKEHYS VRGU 100,0.9,'KK' refers to a mounting frame. Diameter 100 matches. Quantity (3 in offer vs 1 requested) is a mismatch.,approximate,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
KTS-125 C + KK,8720206,TULOILMAVENTTIILI 125,1.0,'KTS' is a supply air valve. Diameter 125 and quantity 10 match exactly.,exact,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
KTS-125 C + KK,8717193,KIINNITYSKEHYS VRGU 125,0.9,'KK' refers to a mounting frame. Diameter 125 matches. Quantity (23 in offer vs 10 requested) is a mismatch.,approximate,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
KTS-160 C + KK,8720207,TULOILMAVENTTIILI 160,1.0,'KTS' is a supply air valve. Diameter 160 and quantity 6 match exactly.,exact,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
KTS-160 C + KK,8717194,KIINNITYSKEHYS VRGU 160,0.9,'KK' refers to a mounting frame. Diameter 160 matches. Quantity (10 in offer vs 6 requested) is a mismatch.,approximate,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
ÄV-315-600 KUDPX,8336423,ÄÄNENVAIMENNIN KANTIKAS 315 X 600,1.0,"'AV' is a common abbreviation for silencer ('Äänenvaimennin'). Dimensions 315x600 and quantity 2 match. 'KUDPX' is likely a model variant, 'KANTIKAS' (rectangular) is a good general match.",equivalent,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
ÄV-315-1000 -u,8336424,ÄÄNENVAIMENNIN KANTIKAS 315 X 1000,1.0,'AV' is a silencer. Dimensions 315x1000 and quantity 1 match. '-u' is likely a model variant.,equivalent,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
JallooruWV M8x120,3216908,SÄÄTÖRUUVI M8X120MM TORX SINK.,0.9,'JallooruWV' is likely a specific brand/type of screw. 'Säätöruuvi' (adjusting screw) with matching dimensions M8x120 is a strong equivalent. Quantity (65 requested vs 100 offered) is a mismatch.,approximate,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
1V-kitti M,3268715,LIIMA-TIIVISTEMASSA MULTIBOND MS-35,0.8,'1V-kitti M' is a vague term for a kit. 'Liima-tiivistemassa' (adhesive sealant) is a plausible equivalent for a 'kit' in HVAC context. Quantity 10 matches.,approximate,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
Kylmäkutiste,8337302,KYLMÄKUTISTETEIPPI 50 MM X 15 M,0.95,"'Kylmäkutiste' (cold shrink) is a general term, 'Kylmäkutisteteippi' (cold shrink tape) is a specific form of it. Quantity 1 matches.",equivalent,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
125/125 u,8100294,SIVULIITIN PUTK. 125-125,1.0,Exact match for a side connector ('Sivuliitin') with dimensions 125-125 and quantity 8.,exact,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
160/125 u,8100300,SIVULIITIN PUTK. 160-125,1.0,Exact match for a side connector with dimensions 160-125 and quantity 8.,exact,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
200/125 u,8100308,SIVULIITIN PUTK. 200-125,1.0,Exact match for a side connector with dimensions 200-125 and quantity 4.,exact,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
200/160 u,8100310,SIVULIITIN PUTK. 200-160,1.0,Exact match for a side connector with dimensions 200-160 and quantity 7.,exact,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
200/200 u,8100312,SIVULIITIN PUTK. 200-200,1.0,Exact match for a side connector with dimensions 200-200 and quantity 2.,exact,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
250/125 u,8100318,SIVULIITIN PUTK. 250-125,1.0,Exact match for a side connector with dimensions 250-125 and quantity 3.,exact,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
250/200 u,8100322,SIVULIITIN PUTK. 250-200,1.0,Exact match for a side connector with dimensions 250-200 and quantity 1.,exact,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
315/100 u,8100326,SIVULIITIN PUTK. 315-100,1.0,Exact match for a side connector with dimensions 315-100 and quantity 1.,exact,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
315/125 u,8100328,SIVULIITIN PUTK. 315-125,1.0,Exact match for a side connector with dimensions 315-125 and quantity 3.,exact,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
315/160 u,8100330,SIVULIITIN PUTK. 315-160,1.0,Exact match for a side connector with dimensions 315-160 and quantity 1.,exact,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
315/200 u,8100332,SIVULIITIN PUTK. 315-200,1.0,Exact match for a side connector with dimensions 315-200 and quantity 4.,exact,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
125-100 Mye,8100428,MUUNTOL. OSALLE 125-100,1.0,Exact match for a reducer/adapter ('Muuntoliitin') with dimensions 125-100 and quantity 1.,exact,2025-09-02T22:22:54.140344,customer_example1.txt + offer_example1.txt
160-125 Mye,8100432,MUUNTOL. OSALLE 160-125,1.0,Exact match for a reducer/adapter with dimensions 160-125 and quantity 4.,exact,2025-09-02T22:22:54.141352,customer_example1.txt + offer_example1.txt
200-125 Mye,8100436,MUUNTOL. OSALLE 200-125,1.0,Exact match for a reducer/adapter with dimensions 200-125 and quantity 2.,exact,2025-09-02T22:22:54.141352,customer_example1.txt + offer_example1.txt
200-160 Mye,8100438,MUUNTOL. OSALLE 200-160,1.0,Exact match for a reducer/adapter with dimensions 200-160 and quantity 5.,exact,2025-09-02T22:22:54.141352,customer_example1.txt + offer_example1.txt
250-200 Mye,8100446,MUUNTOL. OSALLE 250-200,1.0,Exact match for a reducer/adapter with dimensions 250-200 and quantity 2.,exact,2025-09-02T22:22:54.141352,customer_example1.txt + offer_example1.txt
315-250 Mye,8100452,MUUNTOL. OSALLE 315-250,1.0,Exact match for a reducer/adapter with dimensions 315-250 and quantity 2.,exact,2025-09-02T22:22:54.141352,customer_example1.txt + offer_example1.txt
400-315 Mye,8100458,MUUNTOL. OSALLE 400-315,1.0,Exact match for a reducer/adapter with dimensions 400-315 and quantity 2.,exact,2025-09-02T22:22:54.141352,customer_example1.txt + offer_example1.txt
villat 89/30-25m,3109077,ROCKWOOL UNIV. ERISTYSKOURU 89-30 1M,0.9,"Exact dimension match (89-30) for insulation kouru. 'Villat' refers to insulation wool, and 'eristyskouru' is a common form of pipe insulation made of mineral wool. However, the requested quantity is 25m, while the offered quantity is 17m.",equivalent,2025-09-02T22:26:07.039720,customer_example1.txt + offer_example1.txt
"villat 89/30-25m , (17kpl pvc kulma)",3150921,PVC KULMA 89 X 30 X 90 HARMAA,1.0,"Exact match for PVC kulma (corner) with dimensions 89x30 and quantity 17 kpl, as specified in the customer's contextual request.",exact,2025-09-02T22:26:07.039720,customer_example1.txt + offer_example1.txt
villat 114/30-6m,3109134,ROCKWOOL UNIV. ERISTYSKOURU 114-30 1M,1.0,Exact match in dimensions (114-30) and quantity (6m) for insulation kouru.,exact,2025-09-02T22:26:07.039720,customer_example1.txt + offer_example1.txt
villat 114/30-6m (8 kpl pvc kulma),3150924,PVC KULMA 114 X 30 X 90 HARMAA,1.0,"Exact match for PVC kulma (corner) with dimensions 114x30 and quantity 8 kpl, as specified in the customer's contextual request.",exact,2025-09-02T22:26:07.039720,customer_example1.txt + offer_example1.txt
villat 54/30-30m,3109070,ROCKWOOL UNIV. ERISTYSKOURU 54-30 1M,1.0,Exact match in dimensions (54-30) and quantity (30m) for insulation kouru.,exact,2025-09-02T22:26:07.039720,customer_example1.txt + offer_example1.txt
villat 54/30-30m (50 kpl pvc kulma),3150915,PVC KULMA 54 X 30 X 90 HARMAA,1.0,"Exact match for PVC kulma (corner) with dimensions 54x30 and quantity 50 kpl, as specified in the customer's contextual request.",exact,2025-09-02T22:26:07.039720,customer_example1.txt + offer_example1.txt
villat 64/30-18m,3109113,ROCKWOOL UNIV. ERISTYSKOURU 64-30 1M,1.0,Exact match in dimensions (64-30) and quantity (18m) for insulation kouru.,exact,2025-09-02T22:26:07.039720,customer_example1.txt + offer_example1.txt
villat 64/30-18m(20 kpl pvc kulma),3150918,PVC KULMA 64 X 30 X 90 HARMAA,1.0,"Exact match for PVC kulma (corner) with dimensions 64x30 and quantity 20 kpl, as specified in the customer's contextual request.",exact,2025-09-02T22:26:07.039720,customer_example1.txt + offer_example1.txt
villat 76/30-3m,3109080,ROCKWOOL UNIV. ERISTYSKOURU 76-30 1M,1.0,Exact match in dimensions (76-30) and quantity (3m) for insulation kouru.,exact,2025-09-02T22:26:07.039720,customer_example1.txt + offer_example1.txt
villat 28/30-8,3109052,ROCKWOOL UNIV. ERISTYSKOURU 28-30 1M,1.0,Exact match in dimensions (28-30) and quantity (8m) for insulation kouru.,exact,2025-09-02T22:26:07.039720,customer_example1.txt + offer_example1.txt
villat 28/30-8 (8kpl pvc kulma),3150911,PVC KULMA 27 X 30 X 90 HARMAA,0.95,"Close dimension match (28 vs 27) for PVC kulma (corner), with exact quantity (8 kpl). This is a common and acceptable substitution in HVAC.",substitute,2025-09-02T22:26:07.039720,customer_example1.txt + offer_example1.txt
villat Pvc rulla - 2 kpl,3150970,PVC PÄÄLLYSTE 0.35 X 1200 X 25 M,1.0,Exact match for 'Pvc rulla' (PVC roll) with 'PVC PÄÄLLYSTE' (PVC coating/sheeting) which is offered in rolls. Exact quantity (2 kpl).,exact,2025-09-02T22:26:07.039720,customer_example1.txt + offer_example1.txt
villat Niitti -1 pussi,3150990,PVC NIITTI,1.0,Exact match for 'Niitti' (staple/rivet) with 'PVC NIITTI'. Exact quantity (1 pussi).,exact,2025-09-02T22:26:07.039720,customer_example1.txt + offer_example1.txt
villat Alu teippi -2 kpl (7cm),8337156,ALUM.MUOVITEIPPI 75 MM X 100M,0.95,Exact match for 'Alu teippi' (Aluminum tape) and quantity (2 kpl). The requested width (7cm) is a very close match to the offered 75mm.,equivalent,2025-09-02T22:26:07.039720,customer_example1.txt + offer_example1.txt
villat Alu päätynauha -3cm. -3kpl,3150981,ALU PÄÄTYNAUHA 32 X 28 X 10M,0.9,Exact match for 'Alu päätynauha' (Aluminum end strip) and quantity (3 kpl). The requested width (3cm) is a close match to the offered 32mm dimension.,equivalent,2025-09-02T22:26:07.039720,customer_example1.txt + offer_example1.txt
Solukumi 60/19-2m,3126685,SOLUKUMISUKKA 19 X 60,1.0,"Exact match in type ('Solukumi' / cellular rubber), dimensions (60/19), and quantity (2m) for insulation sleeve.",exact,2025-09-02T22:26:07.039720,customer_example1.txt + offer_example1.txt
Solukumi 64/19-2m,3126686,SOLUKUMISUKKA 19 X 64,1.0,"Exact match in type ('Solukumi' / cellular rubber), dimensions (64/19), and quantity (2m) for insulation sleeve.",exact,2025-09-02T22:26:07.040721,customer_example1.txt + offer_example1.txt
Solukumi 89/19 -22m,3126690,SOLUKUMISUKKA 19 X 89,1.0,"Exact match in type ('Solukumi' / cellular rubber), dimensions (89/19), and quantity (22m) for insulation sleeve.",exact,2025-09-02T22:26:07.040721,customer_example1.txt + offer_example1.txt
Solukumi sk kulma 125/19 - 8 kpl,3126793,SOLUKUMIKULMA 19MM 125 X 90,1.0,"Exact match for 'sk kulma' (cellular rubber corner) with 'SOLUKUMIKULMA', dimensions (125/19), and quantity (8 kpl). The '90' in the product name likely refers to a standard 90-degree angle.",exact,2025-09-02T22:26:07.040721,customer_example1.txt + offer_example1.txt
Solukumi Liimaa 1 purkki,3126822,SOLUKUMILIIMA 220G+PENSSELI,1.0,Exact match for 'Liimaa' (glue) with 'SOLUKUMILIIMA' (cellular rubber glue) and quantity (1 purkki/kpl).,exact,2025-09-02T22:26:07.040721,customer_example1.txt + offer_example1.txt
Solukumi teippi 2 rullaa,3126813,SOLUKUMITEIPPI 3 X 50MM X 15M,1.0,Exact match for 'teippi' (tape) with 'SOLUKUMITEIPPI' (cellular rubber tape) and quantity (2 rullaa).,exact,2025-09-02T22:26:07.040721,customer_example1.txt + offer_example1.txt
Sink 54 kulmia +8kpl,0487718,M-PRESS SINK KÄYRÄ 90 S/S 54,1.0,"Customer requested 54mm galvanized elbows ('Sink' for 'Sinkitty', 'kulmia' for elbows) in quantity 8. The offered product is a 54mm galvanized M-Press 90-degree S/S bend/elbow, quantity 8.",exact,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
Sink 54 kulmia -4kpl,0487729,M-PRESS SINK KÄYRÄ 90 S/U 54,1.0,"Customer requested 54mm galvanized elbows ('Sink' for 'Sinkitty', 'kulmia' for elbows) in quantity 4. The notation '+8kpl' and '-4kpl' suggests two different types of 54mm elbows. The offered product is a 54mm galvanized M-Press 90-degree S/U bend/elbow, quantity 4.",exact,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
"1/2"" ilmakello 10kpl",4162345,"AUTOM. ILMANPOISTIN 1/2""",1.0,"Customer requested 1/2"" air bells ('ilmakello'). The offered product is an 'AUTOM. ILMANPOISTIN' (automatic air eliminator), which is an equivalent term for an air bell, in 1/2"" size and matching quantity.",equivalent,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
"1- 3/4"" sup kaksois 2kpl",1570913,SUPISTUSKAKSOISNIPPA MESS 1 X 3/4,0.95,"Customer requested a 1"" to 3/4"" reducing double nipple ('sup kaksois' for 'supistuskaksoisnippa'). The offered product is a brass reducing double nipple of the same sizes and quantity. Material (brass) is a common standard.",equivalent,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
"3/4"" sulku 8kpl",3711010,"PALLOVENTTIILI EM SK/SK 3/4""",0.95,"Customer requested a 3/4"" shut-off valve ('sulku'). The offered product is a 3/4"" ball valve ('palloventtiili'), which is a common type of shut-off valve, in matching quantity.",equivalent,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
"Cu 2""uk- 54 nippa 2kpl",1549658,M-PRESS CU LIITIN/MUHVI UK 54 X 2,0.95,"Customer requested a copper 2"" male thread to 54mm nipple ('nippa'). The offered product is an M-Press copper fitting/coupling ('liitin/muhvi') with a 54mm connection and 2"" male thread ('UK 2'), matching the material, sizes, and quantity.",equivalent,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
Cu 76- 64mm juotettava suppari 2kpl,1524337,KAPILLAARI SUPISTUSNIPPA 76.1 X 64,1.0,"Customer requested a copper 76-64mm solderable reducer ('juotettava suppari'). The offered product is a capillary (solderable) reducing nipple ('supistusnippa') of 76.1mm (standard for DN65) to 64mm, matching material, sizes, and quantity.",exact,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
64 Cu kulma juotettava 15kpl,1500112,KAPILLAARIKÄYRÄ 90 S/U 64,1.0,"Customer requested a 64mm copper solderable elbow ('kulma juotettava'). The offered product is a 64mm capillary (solderable) bend/elbow ('käyrä'), matching material, size, and quantity.",exact,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
Cu 54-64 suppari juotettava 4kpl,1524335,KAPILLAARI SUPISTUSNIPPA 64 X 54,1.0,"Customer requested a copper 54-64mm solderable reducer ('suppari juotettava'). The offered product is a capillary (solderable) reducing nipple ('supistusnippa') of 64mm to 54mm, matching material, sizes (order reversed but same dimensions), and quantity.",exact,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
Cu 64 muhvi juotettava 5kpl,1527012,KAPILLAARIMUHVI 64,1.0,"Customer requested a 64mm copper solderable coupling ('muhvi juotettava'). The offered product is a 64mm capillary (solderable) coupling ('muhvi'), matching material, size, and quantity.",exact,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
Cu 64 läpi haara,1513012,KAPILLAARI T-YHDE 64,0.95,"Customer requested a 64mm copper through-branch ('läpi haara'). The offered product is a 64mm capillary (solderable) T-piece ('T-yhde'), which serves as a through-branch, matching material and size.",equivalent,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
Dn65 mustaputki 6m,0404342,PUTKI HITS ST37.0 6M 76.1X2.9,1.0,"Customer requested DN65 black steel pipe ('mustaputki') 6m. The offered product is a weldable steel pipe (ST37.0 is a common grade for black steel) 6m, with 76.1mm OD which corresponds to DN65, matching all specifications.",exact,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
Dn 65/50 musta hitsattava suppari,0572087,HITSATTAVA SUPISTUSYHDE 76.1X60.3,1.0,"Customer requested a DN65/50 black weldable reducer ('hitsattava suppari'). The offered product is a weldable reducing fitting ('supistusyhde') of 76.1mm (DN65) to 60.3mm (DN50), matching all specifications.",exact,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
Dn 100 musta käyrä 4kpl,0550383,HITSATTAVA KÄYRÄ 90º SAUM 114.3X3.6,1.0,"Customer requested a DN100 black steel elbow ('musta käyrä'). The offered product is a weldable 90-degree bend ('hitsattava käyrä') with 114.3mm OD, which corresponds to DN100, matching all specifications and quantity.",exact,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
Dn 65 musta käyrä 2kpl,0550289,HITSATTAVA KÄYRÄ 90º SAUM 76.1X2.9,1.0,"Customer requested a DN65 black steel elbow ('musta käyrä'). The offered product is a weldable 90-degree bend ('hitsattava käyrä') with 76.1mm OD, which corresponds to DN65, matching all specifications and quantity.",exact,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
75mm c pidin 4kpl,3221076,C-PIDIN PIKAL ERISTETTY M8/M10 72-78MM 2 1/2”,1.0,"Customer requested a 75mm C-clamp/holder ('c pidin'). The offered product is a C-clamp ('C-PIDIN') with a size range of 72-78mm, which includes 75mm, matching the type, size, and quantity.",exact,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
"3/4"" hitsattava nippa 2kpl",0589905,HITSATTAVA NIPPA 35.8/I 26.9X100,1.0,"Customer requested a 3/4"" weldable nipple ('hitsattava nippa'). The offered product is a weldable nipple ('hitsattava nippa') with 26.9mm OD, which corresponds to 3/4"" pipe, matching all specifications and quantity.",exact,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
"2"" s/u musta yhdistäjä 1kpl",0734109,KARTIOLIITIN MUSTA SK/UK DN 50,0.95,"Customer requested a 2"" black S/U (socket/union) connector ('yhdistäjä'). The offered product is a black DN50 (2"") cone union ('kartioliitin'), which is a type of connector/union, matching size, color, and type.",equivalent,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
KIERRELIITIN MUOVI FALUPLAST 32 x 3/4 UK-1/2 SK 10kpl,2488911,KIERRELIITIN 32X3/4-1/2 UK/SK FALU 76300,1.0,"Exact match for 'Kierreliitin' (threaded fitting), 'Faluplast' (FALU), sizes (32 x 3/4), and thread types (UK-1/2 SK / UK/SK), and quantity.",exact,2025-09-02T22:27:35.668437,customer_example1.txt + offer_example1.txt
